"quarter","molecule","product_type","brand","suffix","company","is_sb","is_orig","hcpcs_code","desc","payment_limit","addon_pct","ira_qualifying","asp_per_unit","asp","notes"
"2023 Q1 (Jan)","Pegfilgrastim","Biosimilar","Udenyca","pegfilgrastim-cbqv","Coherus","False","False","Q5111","Injection, udenyca 0.5 mg","137.659","6","False","130.008094","1560.1",""
"2023 Q2 (Apr)","Pegfilgrastim","Biosimilar","Udenyca","pegfilgrastim-cbqv","Coherus","False","False","Q5111","Injection, udenyca 0.5 mg","141.166","6","False","134.957415","1619.49",""
"2023 Q3 (Jul)","Pegfilgrastim","Biosimilar","Udenyca","pegfilgrastim-cbqv","Coherus","False","False","Q5111","Injection, udenyca 0.5 mg","124.782","6","False","119.930491","1439.17",""
"2023 Q4 (Oct)","Pegfilgrastim","Biosimilar","Udenyca","pegfilgrastim-cbqv","Coherus","False","False","Q5111","Injection, udenyca 0.5 mg","150.701","6","False","146.45866","1757.5","Updated January 2024"
"2024 Q1 (Jan)","Pegfilgrastim","Biosimilar","Udenyca","pegfilgrastim-cbqv","Coherus","False","False","Q5111","Injection, udenyca 0.5 mg","122.103","6","False","119.234434","1430.81",""
"2024 Q2 (Apr)","Pegfilgrastim","Biosimilar","Udenyca","pegfilgrastim-cbqv","Coherus","False","False","Q5111","Injection, udenyca 0.5 mg","135.486","6","False","129.273509","1551.28",""
"2024 Q3 (Jul)","Pegfilgrastim","Biosimilar","Udenyca","pegfilgrastim-cbqv","Coherus","False","False","Q5111","Injection, udenyca 0.5 mg","166.046","6","False","162.92566","1955.11",""
"2024 Q4 (Oct)","Pegfilgrastim","Biosimilar","Udenyca","pegfilgrastim-cbqv","Coherus","False","False","Q5111","Injection, udenyca 0.5 mg","143.377","6","False","141.614132","1699.37",""
"2025 Q1 (Jan)","Pegfilgrastim","Biosimilar","Udenyca","pegfilgrastim-cbqv","Coherus","False","False","Q5111","Injection, udenyca 0.5 mg","135.55","6","False","134.419","1613.03",""
"2025 Q3 (Jul)","Pegfilgrastim","Biosimilar","Udenyca","pegfilgrastim-cbqv","Coherus","False","False","Q5111","Injection, udenyca 0.5 mg","136.044","6","False","132.738396","1592.86",""
"2025 Q4 (Oct)","Pegfilgrastim","Biosimilar","Udenyca","pegfilgrastim-cbqv","Coherus","False","False","Q5111","Injection, udenyca 0.5 mg","106.334","6","False","101.276792","1215.32",""
"2026 Q1 (Jan)","Pegfilgrastim","Biosimilar","Udenyca","pegfilgrastim-cbqv","Coherus","False","False","Q5111","Injection, udenyca 0.5 mg","161.989","6","False","155.035962","1860.43",""
"2026 Q2 (Apr)","Pegfilgrastim","Biosimilar","Udenyca","pegfilgrastim-cbqv","Coherus","False","False","Q5111","Injection, udenyca 0.5 mg","135.889","6","False","128.678868","1544.15","AMP-based payment limit"
"2021 Q1 (Jan)","Pegfilgrastim","Biosimilar","Ziextenzo","pegfilgrastim-bmez","Sandoz","False","False","Q5120","Inj pegfilgrastim-bmez 0.5mg","297.962","6","False","297.962","3575.54",""
"2021 Q2 (Apr)","Pegfilgrastim","Biosimilar","Ziextenzo","pegfilgrastim-bmez","Sandoz","False","False","Q5120","Inj pegfilgrastim-bmez 0.5mg","276.824","6","False","276.824","3321.89",""
"2021 Q3 (Jul)","Pegfilgrastim","Biosimilar","Ziextenzo","pegfilgrastim-bmez","Sandoz","False","False","Q5120","Inj pegfilgrastim-bmez 0.5mg","270.56","6","False","270.56","3246.72",""
"2021 Q4 (Oct)","Pegfilgrastim","Biosimilar","Ziextenzo","pegfilgrastim-bmez","Sandoz","False","False","Q5120","Inj pegfilgrastim-bmez 0.5mg","245.431","6","False","245.431","2945.17",""
"2022 Q1 (Jan)","Pegfilgrastim","Biosimilar","Ziextenzo","pegfilgrastim-bmez","Sandoz","False","False","Q5120","Inj pegfilgrastim-bmez 0.5mg","222.861","6","False","212.557302","2550.69",""
"2022 Q2 (Apr)","Pegfilgrastim","Biosimilar","Ziextenzo","pegfilgrastim-bmez","Sandoz","False","False","Q5120","Inj pegfilgrastim-bmez 0.5mg","179.238","6","False","169.746623","2036.96","Updated January 2023"
"2022 Q3 (Jul)","Pegfilgrastim","Biosimilar","Ziextenzo","pegfilgrastim-bmez","Sandoz","False","False","Q5120","Inj pegfilgrastim-bmez 0.5mg","154.137","8","True","142.376472","1708.52","Updated January 2023"
"2022 Q4 (Oct)","Pegfilgrastim","Biosimilar","Ziextenzo","pegfilgrastim-bmez","Sandoz","False","False","Q5120","Inj pegfilgrastim-bmez 0.5mg","135.548","6","False","128.109472","1537.31",""
"2023 Q1 (Jan)","Pegfilgrastim","Biosimilar","Ziextenzo","pegfilgrastim-bmez","Sandoz","False","False","Q5120","Inj pegfilgrastim-bmez 0.5mg","89.942","8","True","79.740792","956.89","8% of reference add-on applied"
"2023 Q2 (Apr)","Pegfilgrastim","Biosimilar","Ziextenzo","pegfilgrastim-bmez","Sandoz","False","False","Q5120","Inj pegfilgrastim-bmez 0.5mg","80.062","8","True","71.783887","861.41","8% of reference add-on applied"
"2023 Q3 (Jul)","Pegfilgrastim","Biosimilar","Ziextenzo","pegfilgrastim-bmez","Sandoz","False","False","Q5120","Inj pegfilgrastim-bmez 0.5mg","30.049","8","True","23.580321","282.96","8% of reference add-on applied"
"2025 Q1 (Jan)","Pegfilgrastim","Biosimilar","Ziextenzo","pegfilgrastim-bmez","Sandoz","False","False","Q5120","Inj pegfilgrastim-bmez 0.5mg","24.711","6","False","23.58","282.96","Added January 2025"
"2025 Q3 (Jul)","Pegfilgrastim","Biosimilar","Ziextenzo","pegfilgrastim-bmez","Sandoz","False","False","Q5120","Inj pegfilgrastim-bmez 0.5mg","27.987","8","True","23.579528","282.95","8% of reference add-on applied"
"2025 Q4 (Oct)","Pegfilgrastim","Biosimilar","Ziextenzo","pegfilgrastim-bmez","Sandoz","False","False","Q5120","Inj pegfilgrastim-bmez 0.5mg","30.323","8","True","23.580057","282.96","8% of reference add-on applied"
"2026 Q1 (Jan)","Pegfilgrastim","Biosimilar","Ziextenzo","pegfilgrastim-bmez","Sandoz","False","False","Q5120","Inj pegfilgrastim-bmez 0.5mg","119.294","8","True","110.023283","1320.28","8% of reference add-on applied"
"2026 Q2 (Apr)","Pegfilgrastim","Biosimilar","Ziextenzo","pegfilgrastim-bmez","Sandoz","False","False","Q5120","Inj pegfilgrastim-bmez 0.5mg","119.637","8","True","110.023491","1320.28","8% of reference add-on applied"
"2021 Q2 (Apr)","Pegfilgrastim","Biosimilar","Nyvepria","pegfilgrastim-apgf","Pfizer/Hospira","False","False","Q5122","Inj, nyvepria","336.896","6","False","336.896","4042.75","Added April 2021"
"2021 Q3 (Jul)","Pegfilgrastim","Biosimilar","Nyvepria","pegfilgrastim-apgf","Pfizer/Hospira","False","False","Q5122","Inj, nyvepria","314.214","6","False","314.214","3770.57",""
"2021 Q4 (Oct)","Pegfilgrastim","Biosimilar","Nyvepria","pegfilgrastim-apgf","Pfizer/Hospira","False","False","Q5122","Inj, nyvepria","284.692","6","False","284.692","3416.3",""
"2022 Q1 (Jan)","Pegfilgrastim","Biosimilar","Nyvepria","pegfilgrastim-apgf","Pfizer/Hospira","False","False","Q5122","Inj, nyvepria","269.141","6","False","258.837302","3106.05",""
"2022 Q2 (Apr)","Pegfilgrastim","Biosimilar","Nyvepria","pegfilgrastim-apgf","Pfizer/Hospira","False","False","Q5122","Inj, nyvepria","243.045","6","False","233.553623","2802.64",""
"2022 Q3 (Jul)","Pegfilgrastim","Biosimilar","Nyvepria","pegfilgrastim-apgf","Pfizer/Hospira","False","False","Q5122","Inj, nyvepria","217.685","6","False","208.864604","2506.38",""
"2022 Q4 (Oct)","Pegfilgrastim","Biosimilar","Nyvepria","pegfilgrastim-apgf","Pfizer/Hospira","False","False","Q5122","Inj, nyvepria","171.378","6","False","163.939472","1967.27",""
"2023 Q1 (Jan)","Pegfilgrastim","Biosimilar","Nyvepria","pegfilgrastim-apgf","Pfizer/Hospira","False","False","Q5122","Inj, nyvepria","143.863","6","False","136.212094","1634.55","Updated January 2024"
"2023 Q2 (Apr)","Pegfilgrastim","Biosimilar","Nyvepria","pegfilgrastim-apgf","Pfizer/Hospira","False","False","Q5122","Inj, nyvepria","122.663","6","False","116.454415","1397.45","Updated January 2024"
"2023 Q3 (Jul)","Pegfilgrastim","Biosimilar","Nyvepria","pegfilgrastim-apgf","Pfizer/Hospira","False","False","Q5122","Inj, nyvepria","100.475","6","False","95.623491","1147.48","Updated January 2024"
"2023 Q4 (Oct)","Pegfilgrastim","Biosimilar","Nyvepria","pegfilgrastim-apgf","Pfizer/Hospira","False","False","Q5122","Inj, nyvepria","88.98","6","False","84.73766","1016.85",""
"2024 Q1 (Jan)","Pegfilgrastim","Biosimilar","Nyvepria","pegfilgrastim-apgf","Pfizer/Hospira","False","False","Q5122","Inj, nyvepria","62.377","6","False","59.508434","714.1",""
"2024 Q2 (Apr)","Pegfilgrastim","Biosimilar","Nyvepria","pegfilgrastim-apgf","Pfizer/Hospira","False","False","Q5122","Inj, nyvepria","65.506","8","True","57.222679","686.67","8% of reference add-on applied"
"2024 Q3 (Jul)","Pegfilgrastim","Biosimilar","Nyvepria","pegfilgrastim-apgf","Pfizer/Hospira","False","False","Q5122","Inj, nyvepria","79.595","6","False","76.47466","917.7",""
"2024 Q4 (Oct)","Pegfilgrastim","Biosimilar","Nyvepria","pegfilgrastim-apgf","Pfizer/Hospira","False","False","Q5122","Inj, nyvepria","96.548","6","False","94.785132","1137.42",""
"2025 Q1 (Jan)","Pegfilgrastim","Biosimilar","Nyvepria","pegfilgrastim-apgf","Pfizer/Hospira","False","False","Q5122","Inj, nyvepria","117.01","6","False","115.879","1390.55",""
"2025 Q3 (Jul)","Pegfilgrastim","Biosimilar","Nyvepria","pegfilgrastim-apgf","Pfizer/Hospira","False","False","Q5122","Inj, nyvepria","132.039","6","False","128.733396","1544.8",""
"2025 Q4 (Oct)","Pegfilgrastim","Biosimilar","Nyvepria","pegfilgrastim-apgf","Pfizer/Hospira","False","False","Q5122","Inj, nyvepria","131.158","6","False","126.100792","1513.21",""
"2026 Q1 (Jan)","Pegfilgrastim","Biosimilar","Nyvepria","pegfilgrastim-apgf","Pfizer/Hospira","False","False","Q5122","Inj, nyvepria","133.054","6","False","126.100962","1513.21",""
"2026 Q2 (Apr)","Pegfilgrastim","Biosimilar","Nyvepria","pegfilgrastim-apgf","Pfizer/Hospira","False","False","Q5122","Inj, nyvepria","133.311","6","False","126.100868","1513.21",""
"2023 Q4 (Oct)","Pegfilgrastim","Biosimilar","Stimufend","pegfilgrastim-fpgk","Fresenius Kabi","False","False","Q5127","Inj, stimufend, 0.5 mg","349.14","6","False","344.89766","4138.77","Added October 2023"
"2024 Q1 (Jan)","Pegfilgrastim","Biosimilar","Stimufend","pegfilgrastim-fpgk","Fresenius Kabi","False","False","Q5127","Inj, stimufend, 0.5 mg","328.64","6","False","325.771434","3909.26",""
"2024 Q2 (Apr)","Pegfilgrastim","Biosimilar","Stimufend","pegfilgrastim-fpgk","Fresenius Kabi","False","False","Q5127","Inj, stimufend, 0.5 mg","344.101","6","False","337.888509","4054.66",""
"2024 Q3 (Jul)","Pegfilgrastim","Biosimilar","Stimufend","pegfilgrastim-fpgk","Fresenius Kabi","False","False","Q5127","Inj, stimufend, 0.5 mg","335.393","6","False","332.27266","3987.27",""
"2024 Q4 (Oct)","Pegfilgrastim","Biosimilar","Stimufend","pegfilgrastim-fpgk","Fresenius Kabi","False","False","Q5127","Inj, stimufend, 0.5 mg","305.659","6","False","303.896132","3646.75",""
"2025 Q1 (Jan)","Pegfilgrastim","Biosimilar","Stimufend","pegfilgrastim-fpgk","Fresenius Kabi","False","False","Q5127","Inj, stimufend, 0.5 mg","298.305","6","False","297.174","3566.09",""
"2025 Q3 (Jul)","Pegfilgrastim","Biosimilar","Stimufend","pegfilgrastim-fpgk","Fresenius Kabi","False","False","Q5127","Inj, stimufend, 0.5 mg","229.112","6","False","225.806396","2709.68",""
"2025 Q4 (Oct)","Pegfilgrastim","Biosimilar","Stimufend","pegfilgrastim-fpgk","Fresenius Kabi","False","False","Q5127","Inj, stimufend, 0.5 mg","184.908","6","False","179.850792","2158.21",""
"2026 Q1 (Jan)","Pegfilgrastim","Biosimilar","Stimufend","pegfilgrastim-fpgk","Fresenius Kabi","False","False","Q5127","Inj, stimufend, 0.5 mg","147.236","6","False","140.282962","1683.4",""
"2026 Q2 (Apr)","Pegfilgrastim","Biosimilar","Stimufend","pegfilgrastim-fpgk","Fresenius Kabi","False","False","Q5127","Inj, stimufend, 0.5 mg","158.257","6","False","151.046868","1812.56",""
"2023 Q4 (Oct)","Pegfilgrastim","Biosimilar","Fylnetra","pegfilgrastim-pbbk","Amneal/Kashiv","False","False","Q5130","Inj, fylnetra, 0.5 mg","208.796","6","False","204.55366","2454.64","Added October 2023"
"2024 Q1 (Jan)","Pegfilgrastim","Biosimilar","Fylnetra","pegfilgrastim-pbbk","Amneal/Kashiv","False","False","Q5130","Inj, fylnetra, 0.5 mg","201.974","6","False","199.105434","2389.27",""
"2024 Q2 (Apr)","Pegfilgrastim","Biosimilar","Fylnetra","pegfilgrastim-pbbk","Amneal/Kashiv","False","False","Q5130","Inj, fylnetra, 0.5 mg","199.924","6","False","193.711509","2324.54","Updated April 2025"
"2024 Q3 (Jul)","Pegfilgrastim","Biosimilar","Fylnetra","pegfilgrastim-pbbk","Amneal/Kashiv","False","False","Q5130","Inj, fylnetra, 0.5 mg","189.935","6","False","186.81466","2241.78","Updated April 2025"
"2024 Q4 (Oct)","Pegfilgrastim","Biosimilar","Fylnetra","pegfilgrastim-pbbk","Amneal/Kashiv","False","False","Q5130","Inj, fylnetra, 0.5 mg","175.768","6","False","174.005132","2088.06","Updated April 2025"
"2025 Q1 (Jan)","Pegfilgrastim","Biosimilar","Fylnetra","pegfilgrastim-pbbk","Amneal/Kashiv","False","False","Q5130","Inj, fylnetra, 0.5 mg","169.694","6","False","168.563","2022.76","Updated April 2025"
"2025 Q3 (Jul)","Pegfilgrastim","Biosimilar","Fylnetra","pegfilgrastim-pbbk","Amneal/Kashiv","False","False","Q5130","Inj, fylnetra, 0.5 mg","149.212","6","False","145.906396","1750.88",""
"2025 Q4 (Oct)","Pegfilgrastim","Biosimilar","Fylnetra","pegfilgrastim-pbbk","Amneal/Kashiv","False","False","Q5130","Inj, fylnetra, 0.5 mg","137.965","6","False","132.907792","1594.89",""
"2026 Q1 (Jan)","Pegfilgrastim","Biosimilar","Fylnetra","pegfilgrastim-pbbk","Amneal/Kashiv","False","False","Q5130","Inj, fylnetra, 0.5 mg","127.227","6","False","120.273962","1443.29",""
"2026 Q2 (Apr)","Pegfilgrastim","Biosimilar","Fylnetra","pegfilgrastim-pbbk","Amneal/Kashiv","False","False","Q5130","Inj, fylnetra, 0.5 mg","112.133","8","True","102.519491","1230.23","8% of reference add-on applied"
"2021 Q1 (Jan)","Epoetin alfa","Originator","Epogen/Procrit","J0885","Amgen/J&J","False","True","J0885","Epoetin alfa, non-esrd","8.824","6","False","8.324528","332.98",""
"2021 Q2 (Apr)","Epoetin alfa","Originator","Epogen/Procrit","J0885","Amgen/J&J","False","True","J0885","Epoetin alfa, non-esrd","8.536","6","False","8.05283","322.11",""
"2021 Q3 (Jul)","Epoetin alfa","Originator","Epogen/Procrit","J0885","Amgen/J&J","False","True","J0885","Epoetin alfa, non-esrd","8.223","6","False","7.757547","310.3",""
"2021 Q4 (Oct)","Epoetin alfa","Originator","Epogen/Procrit","J0885","Amgen/J&J","False","True","J0885","Epoetin alfa, non-esrd","8.153","6","False","7.691509","307.66",""
"2022 Q1 (Jan)","Epoetin alfa","Originator","Epogen/Procrit","J0885","Amgen/J&J","False","True","J0885","Epoetin alfa, non-esrd","8.222","6","False","7.756604","310.26",""
"2022 Q2 (Apr)","Epoetin alfa","Originator","Epogen/Procrit","J0885","Amgen/J&J","False","True","J0885","Epoetin alfa, non-esrd","8.112","6","False","7.65283","306.11",""
"2022 Q3 (Jul)","Epoetin alfa","Originator","Epogen/Procrit","J0885","Amgen/J&J","False","True","J0885","Epoetin alfa, non-esrd","8.216","6","False","7.750943","310.04",""
"2022 Q4 (Oct)","Epoetin alfa","Originator","Epogen/Procrit","J0885","Amgen/J&J","False","True","J0885","Epoetin alfa, non-esrd","8.37","6","False","7.896226","315.85",""
"2023 Q1 (Jan)","Epoetin alfa","Originator","Epogen/Procrit","J0885","Amgen/J&J","False","True","J0885","Epoetin alfa, non-esrd","8.245","6","False","7.778302","311.13",""
"2023 Q2 (Apr)","Epoetin alfa","Originator","Epogen/Procrit","J0885","Amgen/J&J","False","True","J0885","Epoetin alfa, non-esrd","7.928","6","False","7.479245","299.17",""
"2023 Q3 (Jul)","Epoetin alfa","Originator","Epogen/Procrit","J0885","Amgen/J&J","False","True","J0885","Epoetin alfa, non-esrd","6.876","6","False","6.486792","259.47",""
"2023 Q4 (Oct)","Epoetin alfa","Originator","Epogen/Procrit","J0885","Amgen/J&J","False","True","J0885","Epoetin alfa, non-esrd","7.092","6","False","6.690566","267.62",""
"2024 Q1 (Jan)","Epoetin alfa","Originator","Epogen/Procrit","J0885","Amgen/J&J","False","True","J0885","Epoetin alfa, non-esrd","8.886","6","False","8.383019","335.32",""
"2024 Q2 (Apr)","Epoetin alfa","Originator","Epogen/Procrit","J0885","Amgen/J&J","False","True","J0885","Epoetin alfa, non-esrd","8.273","6","False","7.804717","312.19",""
"2024 Q3 (Jul)","Epoetin alfa","Originator","Epogen/Procrit","J0885","Amgen/J&J","False","True","J0885","Epoetin alfa, non-esrd","8.134","6","False","7.673585","306.94",""
"2024 Q4 (Oct)","Epoetin alfa","Originator","Epogen/Procrit","J0885","Amgen/J&J","False","True","J0885","Epoetin alfa, non-esrd","7.528","6","False","7.101887","284.08",""
"2025 Q1 (Jan)","Epoetin alfa","Originator","Epogen/Procrit","J0885","Amgen/J&J","False","True","J0885","Epoetin alfa, non-esrd","6.461","6","False","6.095283","243.81",""
"2025 Q3 (Jul)","Epoetin alfa","Originator","Epogen/Procrit","J0885","Amgen/J&J","False","True","J0885","Epoetin alfa, non-esrd","7.676","6","False","7.241509","289.66",""
"2025 Q4 (Oct)","Epoetin alfa","Originator","Epogen/Procrit","J0885","Amgen/J&J","False","True","J0885","Epoetin alfa, non-esrd","8.544","6","False","8.060377","322.42",""
"2026 Q1 (Jan)","Epoetin alfa","Originator","Epogen/Procrit","J0885","Amgen/J&J","False","True","J0885","Epoetin alfa, non-esrd","7.743","6","False","7.304717","292.19",""
"2026 Q2 (Apr)","Epoetin alfa","Originator","Epogen/Procrit","J0885","Amgen/J&J","False","True","J0885","Epoetin alfa, non-esrd","7.305","6","False","6.891509","275.66",""
"2021 Q1 (Jan)","Epoetin alfa","Biosimilar","Retacrit","epoetin alfa-epbx","Pfizer/Hospira","False","False","Q5105","Inj retacrit esrd on dialysi","0.855","8","True","0.189038","7.56",""
"2021 Q2 (Apr)","Epoetin alfa","Biosimilar","Retacrit","epoetin alfa-epbx","Pfizer/Hospira","False","False","Q5105","Inj retacrit esrd on dialysi","0.919","8","True","0.274774","10.99",""
"2021 Q3 (Jul)","Epoetin alfa","Biosimilar","Retacrit","epoetin alfa-epbx","Pfizer/Hospira","False","False","Q5105","Inj retacrit esrd on dialysi","0.863","8","True","0.242396","9.7",""
"2021 Q4 (Oct)","Epoetin alfa","Biosimilar","Retacrit","epoetin alfa-epbx","Pfizer/Hospira","False","False","Q5105","Inj retacrit esrd on dialysi","0.866","8","True","0.250679","10.03",""
"2022 Q1 (Jan)","Epoetin alfa","Biosimilar","Retacrit","epoetin alfa-epbx","Pfizer/Hospira","False","False","Q5105","Inj retacrit esrd on dialysi","0.813","8","True","0.192472","7.7",""
"2022 Q2 (Apr)","Epoetin alfa","Biosimilar","Retacrit","epoetin alfa-epbx","Pfizer/Hospira","False","False","Q5105","Inj retacrit esrd on dialysi","0.826","8","True","0.213774","8.55",""
"2022 Q3 (Jul)","Epoetin alfa","Biosimilar","Retacrit","epoetin alfa-epbx","Pfizer/Hospira","False","False","Q5105","Inj retacrit esrd on dialysi","0.839","8","True","0.218925","8.76",""
"2022 Q4 (Oct)","Epoetin alfa","Biosimilar","Retacrit","epoetin alfa-epbx","Pfizer/Hospira","False","False","Q5105","Inj retacrit esrd on dialysi","0.813","8","True","0.181302","7.25","8% of reference add-on applied"
"2023 Q1 (Jan)","Epoetin alfa","Biosimilar","Retacrit","epoetin alfa-epbx","Pfizer/Hospira","False","False","Q5105","Inj retacrit esrd on dialysi","0.806","8","True","0.183736","7.35","8% of reference add-on applied"
"2023 Q2 (Apr)","Epoetin alfa","Biosimilar","Retacrit","epoetin alfa-epbx","Pfizer/Hospira","False","False","Q5105","Inj retacrit esrd on dialysi","0.851","8","True","0.25266","10.11",""
"2023 Q3 (Jul)","Epoetin alfa","Biosimilar","Retacrit","epoetin alfa-epbx","Pfizer/Hospira","False","False","Q5105","Inj retacrit esrd on dialysi","0.75","8","True","0.231057","9.24",""
"2023 Q4 (Oct)","Epoetin alfa","Biosimilar","Retacrit","epoetin alfa-epbx","Pfizer/Hospira","False","False","Q5105","Inj retacrit esrd on dialysi","0.725","8","True","0.189755","7.59",""
"2024 Q1 (Jan)","Epoetin alfa","Biosimilar","Retacrit","epoetin alfa-epbx","Pfizer/Hospira","False","False","Q5105","Inj retacrit esrd on dialysi","0.782","8","True","0.111358","4.45","8% of reference add-on applied"
"2024 Q2 (Apr)","Epoetin alfa","Biosimilar","Retacrit","epoetin alfa-epbx","Pfizer/Hospira","False","False","Q5105","Inj retacrit esrd on dialysi","0.751","8","True","0.126623","5.06","8% of reference add-on applied"
"2024 Q3 (Jul)","Epoetin alfa","Biosimilar","Retacrit","epoetin alfa-epbx","Pfizer/Hospira","False","False","Q5105","Inj retacrit esrd on dialysi","0.682","8","True","0.068113","2.72","8% of reference add-on applied"
"2024 Q4 (Oct)","Epoetin alfa","Biosimilar","Retacrit","epoetin alfa-epbx","Pfizer/Hospira","False","False","Q5105","Inj retacrit esrd on dialysi","0.762","8","True","0.193849","7.75",""
"2025 Q1 (Jan)","Epoetin alfa","Biosimilar","Retacrit","epoetin alfa-epbx","Pfizer/Hospira","False","False","Q5105","Inj retacrit esrd on dialysi","0.747","8","True","0.259377","10.38",""
"2025 Q3 (Jul)","Epoetin alfa","Biosimilar","Retacrit","epoetin alfa-epbx","Pfizer/Hospira","False","False","Q5105","Inj retacrit esrd on dialysi","0.757","8","True","0.177679","7.11","8% of reference add-on applied"
"2025 Q4 (Oct)","Epoetin alfa","Biosimilar","Retacrit","epoetin alfa-epbx","Pfizer/Hospira","False","False","Q5105","Inj retacrit esrd on dialysi","0.785","8","True","0.14017","5.61","8% of reference add-on applied"
"2026 Q1 (Jan)","Epoetin alfa","Biosimilar","Retacrit","epoetin alfa-epbx","Pfizer/Hospira","False","False","Q5105","Inj retacrit esrd on dialysi","0.757","8","True","0.172623","6.9","8% of reference add-on applied"
"2026 Q2 (Apr)","Epoetin alfa","Biosimilar","Retacrit","epoetin alfa-epbx","Pfizer/Hospira","False","False","Q5105","Inj retacrit esrd on dialysi","0.788","8","True","0.236679","9.47",""
"2021 Q1 (Jan)","Tocilizumab","Originator","Actemra","J3262","Genentech (Roche)","False","True","J3262","Tocilizumab injection","5.469","6","False","5.159434","2063.77",""
"2021 Q2 (Apr)","Tocilizumab","Originator","Actemra","J3262","Genentech (Roche)","False","True","J3262","Tocilizumab injection","5.507","6","False","5.195283","2078.11",""
"2021 Q3 (Jul)","Tocilizumab","Originator","Actemra","J3262","Genentech (Roche)","False","True","J3262","Tocilizumab injection","5.532","6","False","5.218868","2087.55",""
"2021 Q4 (Oct)","Tocilizumab","Originator","Actemra","J3262","Genentech (Roche)","False","True","J3262","Tocilizumab injection","5.553","6","False","5.238679","2095.47",""
"2022 Q1 (Jan)","Tocilizumab","Originator","Actemra","J3262","Genentech (Roche)","False","True","J3262","Tocilizumab injection","5.732","6","False","5.407547","2163.02",""
"2022 Q2 (Apr)","Tocilizumab","Originator","Actemra","J3262","Genentech (Roche)","False","True","J3262","Tocilizumab injection","5.819","6","False","5.489623","2195.85",""
"2022 Q3 (Jul)","Tocilizumab","Originator","Actemra","J3262","Genentech (Roche)","False","True","J3262","Tocilizumab injection","5.798","6","False","5.469811","2187.92",""
"2022 Q4 (Oct)","Tocilizumab","Originator","Actemra","J3262","Genentech (Roche)","False","True","J3262","Tocilizumab injection","6.164","6","False","5.815094","2326.04",""
"2023 Q1 (Jan)","Tocilizumab","Originator","Actemra","J3262","Genentech (Roche)","False","True","J3262","Tocilizumab injection","5.989","6","False","5.65","2260.0",""
"2023 Q2 (Apr)","Tocilizumab","Originator","Actemra","J3262","Genentech (Roche)","False","True","J3262","Tocilizumab injection","5.86","6","False","5.528302","2211.32",""
"2023 Q3 (Jul)","Tocilizumab","Originator","Actemra","J3262","Genentech (Roche)","False","True","J3262","Tocilizumab injection","5.91","6","False","5.575472","2230.19",""
"2023 Q4 (Oct)","Tocilizumab","Originator","Actemra","J3262","Genentech (Roche)","False","True","J3262","Tocilizumab injection","6.188","6","False","5.837736","2335.09",""
"2024 Q1 (Jan)","Tocilizumab","Originator","Actemra","J3262","Genentech (Roche)","False","True","J3262","Tocilizumab injection","6.12","6","False","5.773585","2309.43",""
"2024 Q2 (Apr)","Tocilizumab","Originator","Actemra","J3262","Genentech (Roche)","False","True","J3262","Tocilizumab injection","6.042","6","False","5.7","2280.0",""
"2024 Q3 (Jul)","Tocilizumab","Originator","Actemra","J3262","Genentech (Roche)","False","True","J3262","Tocilizumab injection","5.95","6","False","5.613208","2245.28",""
"2024 Q4 (Oct)","Tocilizumab","Originator","Actemra","J3262","Genentech (Roche)","False","True","J3262","Tocilizumab injection","5.962","6","False","5.624528","2249.81",""
"2025 Q1 (Jan)","Tocilizumab","Originator","Actemra","J3262","Genentech (Roche)","False","True","J3262","Tocilizumab injection","5.966","6","False","5.628302","2251.32",""
"2025 Q3 (Jul)","Tocilizumab","Originator","Actemra","J3262","Genentech (Roche)","False","True","J3262","Tocilizumab injection","5.786","6","False","5.458491","2183.4",""
"2025 Q4 (Oct)","Tocilizumab","Originator","Actemra","J3262","Genentech (Roche)","False","True","J3262","Tocilizumab injection","5.708","6","False","5.384906","2153.96",""
"2026 Q1 (Jan)","Tocilizumab","Originator","Actemra","J3262","Genentech (Roche)","False","True","J3262","Tocilizumab injection","5.609","6","False","5.291509","2116.6",""
"2026 Q2 (Apr)","Tocilizumab","Originator","Actemra","J3262","Genentech (Roche)","False","True","J3262","Tocilizumab injection","5.53","6","False","5.216981","2086.79",""
"2025 Q1 (Jan)","Tocilizumab","Biosimilar","Tofidence","tocilizumab-bavi","Bio-Thera/Organon","False","False","Q5133","Inj, tofidence, 1 mg","5.996","6","False","5.658302","2263.32","Added January 2025 - 8% of reference add-on applied"
"2025 Q3 (Jul)","Tocilizumab","Biosimilar","Tofidence","tocilizumab-bavi","Bio-Thera/Organon","False","False","Q5133","Inj, tofidence, 1 mg","5.794","6","False","5.466491","2186.6",""
"2025 Q4 (Oct)","Tocilizumab","Biosimilar","Tofidence","tocilizumab-bavi","Bio-Thera/Organon","False","False","Q5133","Inj, tofidence, 1 mg","5.536","8","True","5.105208","2042.08","8% of reference add-on applied"
"2026 Q1 (Jan)","Tocilizumab","Biosimilar","Tofidence","tocilizumab-bavi","Bio-Thera/Organon","False","False","Q5133","Inj, tofidence, 1 mg","5.585","8","True","5.161679","2064.67","8% of reference add-on applied"
"2026 Q2 (Apr)","Tocilizumab","Biosimilar","Tofidence","tocilizumab-bavi","Bio-Thera/Organon","False","False","Q5133","Inj, tofidence, 1 mg","5.259","8","True","4.841642","1936.66","8% of reference add-on applied"
